CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2017-7374,Denial of service,"Use-after-free vulnerability in fs/crypto/ in the Linux kernel before 4.10.7 allows local users to cause a denial of service (NULL pointer dereference) or possibly gain privileges by revoking keyring keys being used for ext4, f2fs, or ubifs encryption, causing cryptographic transform objects to be freed prematurely.",7.8,0.32%,2017-03-31,2023-02-14
CVE-2017-7363,Cross site scripting (XSS),Pixie 1.0.4 allows an admin/index.php s=publish&m=module&x= XSS attack.,6.1,0.23%,2017-03-31,2021-03-29
CVE-2017-7362,Cross site scripting (XSS),Pixie 1.0.4 allows an admin/index.php s=publish&m=dynamic&x= XSS attack.,6.1,0.23%,2017-03-31,2021-03-29
CVE-2017-7361,Cross site scripting (XSS),Pixie 1.0.4 allows an admin/index.php s=publish&m=static&x= XSS attack.,6.1,0.23%,2017-03-31,2021-03-29
CVE-2017-7360,Cross site scripting (XSS),Pixie 1.0.4 allows an admin/index.php s=settings&x= XSS attack.,6.1,0.23%,2017-03-31,2021-03-29
CVE-2017-7359,Cross site scripting (XSS),Pixie 1.0.4 allows an admin/index.php s=login&m= XSS attack.,6.1,0.29%,2017-03-31,2021-03-29
CVE-2017-7346,Denial of service,"The vmw_gb_surface_define_ioctl function in drivers/gpu/drm/vmwgfx/vmwgfx_surface.c in the Linux kernel through 4.10.7 does not validate certain levels data, which allows local users to cause a denial of service (system hang) via a crafted ioctl call for a /dev/dri/renderD* device.",5.5,0.09%,2017-03-30,2017-11-04
CVE-2017-7324,N/A,setup/templates/findcore.php in MODX Revolution 2.5.4-pl and earlier allows remote attackers to execute arbitrary PHP code via the core_path parameter.,9.8,2.18%,2017-03-30,2020-01-10
CVE-2017-7323,N/A,"The (1) update and (2) package-installation features in MODX Revolution 2.5.4-pl and earlier use http://rest.modx.com by default, which allows man-in-the-middle attackers to spoof servers and trigger the execution of arbitrary code by leveraging the lack of the HTTPS protection mechanism.",8.1,1.21%,2017-03-30,2020-01-10
CVE-2017-7322,N/A,"The (1) update and (2) package-installation features in MODX Revolution 2.5.4-pl and earlier do not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and trigger the execution of arbitrary code via a crafted certificate.",8.1,0.55%,2017-03-30,2020-01-10
