CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2018-1000018,Information leak,An information disclosure in ovirt-hosted-engine-setup prior to 2.2.7 reveals the root user's password in the log file.,7.8,0.05%,2018-01-24,2019-10-03
CVE-2018-1000015,N/A,"On Jenkins instances with Authorize Project plugin, the authentication associated with a build may lack the Computer/Build permission on some agents. This did not prevent the execution of Pipeline `node` blocks on those agents due to incorrect permissions checks in Pipeline: Nodes and Processes plugin 2.17 and earlier.",4.9,0.03%,2018-01-23,2020-08-24
CVE-2018-1000014,Cross-site request forgery (CSRF),"Jenkins Translation Assistance Plugin 1.15 and earlier did not require form submissions to be submitted via POST, resulting in a CSRF vulnerability allowing attackers to override localized strings displayed to all users on the current Jenkins instance if the victim is a Jenkins administrator.",8.8,0.06%,2018-01-23,2018-02-07
CVE-2018-1000013,Cross-site request forgery (CSRF),"Jenkins Release Plugin 2.9 and earlier did not require form submissions to be submitted via POST, resulting in a CSRF vulnerability allowing attackers to trigger release builds.",8.8,0.06%,2018-01-23,2018-02-07
CVE-2018-1000012,Denial of service,"Jenkins Warnings Plugin 4.64 and earlier processes XML external entities in files it parses as part of the build process, allowing attackers with user permissions in Jenkins to extract secrets from the Jenkins master, perform server-side request forgery, or denial-of-service attacks.",8.8,0.07%,2018-01-23,2018-02-07
CVE-2018-1000011,Denial of service,"Jenkins FindBugs Plugin 4.71 and earlier processes XML external entities in files it parses as part of the build process, allowing attackers with user permissions in Jenkins to extract secrets from the Jenkins master, perform server-side request forgery, or denial-of-service attacks.",8.8,0.07%,2018-01-23,2018-02-07
CVE-2018-1000010,Denial of service,"Jenkins DRY Plugin 2.49 and earlier processes XML external entities in files it parses as part of the build process, allowing attackers with user permissions in Jenkins to extract secrets from the Jenkins master, perform server-side request forgery, or denial-of-service attacks.",8.8,0.07%,2018-01-23,2018-02-07
CVE-2018-1000009,Denial of service,"Jenkins Checkstyle Plugin 3.49 and earlier processes XML external entities in files it parses as part of the build process, allowing attackers with user permissions in Jenkins to extract secrets from the Jenkins master, perform server-side request forgery, or denial-of-service attacks.",8.8,0.07%,2018-01-23,2018-02-07
CVE-2018-1000008,Denial of service,"Jenkins PMD Plugin 3.49 and earlier processes XML external entities in files it parses as part of the build process, allowing attackers with user permissions in Jenkins to extract secrets from the Jenkins master, perform server-side request forgery, or denial-of-service attacks.",8.8,0.08%,2018-01-23,2018-02-07
CVE-2018-1000007,N/A,"libcurl 7.1 through 7.57.0 might accidentally leak authentication data to third parties. When asked to send custom headers in its HTTP requests, libcurl will send that set of headers first to the host in the initial URL but also, if asked to follow redirects and a 30X HTTP response code is returned, to the host mentioned in URL in the `Location:` response header value. Sending the same set of headers to subsequent hosts is in particular a problem for applications that pass on custom `Authorization:` headers, as this header often contains privacy sensitive information or data that could allow others to impersonate the libcurl-using client's request.",9.8,3.07%,2018-01-24,2022-06-13
