CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2015-2103,Cross site scripting (XSS),Cross-site scripting (XSS) vulnerability in the admin-login panel (admin/index.cgi) in Cosmoshop allows remote attackers to inject arbitrary web script or HTML via the username field (u_name parameter).,4.3,0.32%,2015-02-27,2018-10-09
CVE-2015-2102,Sql Injection,SQL injection vulnerability in view_item.php in ClipBucket 2.7 RC3 (2.7.0.4.v2929-rc3) allows remote attackers to execute arbitrary SQL commands via the item parameter.,7.5,2.41%,2015-02-27,2018-10-09
CVE-2015-2101,Cross site scripting (XSS),Cross-site scripting (XSS) vulnerability in the Navigate bar in the Navigate module before 6.x-1.1 and 7.x-1.x before 7.x-1.1 for Drupal allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,4.3,0.49%,2015-02-27,2019-06-14
CVE-2015-2090,Sql Injection,SQL injection vulnerability in the ajax_survey function in settings.php in the WordPress Survey and Poll plugin 1.1.7 for Wordpress allows remote attackers to execute arbitrary SQL commands via the survey_id parameter in an ajax_survey action to wp-admin/admin-ajax.php.,7.5,4.32%,2015-02-26,2016-11-30
CVE-2015-2089,Cross-site request forgery (CSRF),"Multiple cross-site request forgery (CSRF) vulnerabilities in the CrossSlide jQuery (crossslide-jquery-plugin-for-wordpress) plugin 2.0.5 for WordPress allow remote attackers to hijack the authentication of administrators for requests that (1) change plugin settings or conduct cross-site scripting (XSS) attacks via the (2) csj_width, (3) csj_height, (4) csj_sleep, (5) csj_fade, or (6) upload_image parameter in the thisismyurl_csj.php page to wp-admin/options-general.php.",6.8,0.10%,2015-02-26,2016-11-30
CVE-2015-2088,Cross site scripting (XSS),Cross-site scripting (XSS) vulnerability in unspecified administration pages in the Term Queue module before 6.x-1.1 for Drupal allows remote attackers to inject arbitrary web script or HTML via unknown vectors.,4.3,0.30%,2015-02-26,2015-02-26
CVE-2015-2087,N/A,"Unrestricted file upload vulnerability in the Avatar Uploader module before 6.x-1.3 for Drupal allows remote authenticated users to execute arbitrary PHP code by uploading a file with a PHP extension, then accessing it via unspecified vectors.",6.5,0.60%,2015-02-26,2015-02-27
CVE-2015-2086,Cross site scripting (XSS),Cross-site scripting (XSS) vulnerability in the live preview in the Panopoly Magic module before 7.x-1.17 for Drupal allows remote authenticated users to inject arbitrary web script or HTML via a pane title.,3.5,0.21%,2015-02-26,2015-02-26
CVE-2015-2084,Cross-site request forgery (CSRF),Cross-site request forgery (CSRF) vulnerability in the Easy Social Icons plugin before 1.2.3 for WordPress allows remote attackers to hijack the authentication of administrators for requests that conduct cross-site scripting (XSS) attacks via the image_file parameter in an edit action in the cnss_social_icon_add page to wp-admin/admin.php.,6.8,0.79%,2015-02-25,2016-11-30
CVE-2015-2083,Cross-site request forgery (CSRF),Cross-site request forgery (CSRF) vulnerability in Ilch CMS allows remote attackers to hijack the authentication of administrators for requests that add a value to a profile field via a profilefields request to admin.php.,6.8,0.12%,2015-02-25,2016-11-30
CVE-2015-2082,Cross site scripting (XSS),Cross-site scripting (XSS) vulnerability in Login.aspx in UNIT4 Prosoft HRMS before 8.14.330.43 allows remote attackers to inject arbitrary web script or HTML via the txtUserID parameter.,4.3,0.36%,2015-02-25,2018-10-09
CVE-2015-2078,N/A,"The SDK for Komodia Redirector with SSL Digestor, as used in Lavasoft Ad-Aware Web Companion 1.1.885.1766 and Ad-Aware AdBlocker (alpha) 1.3.69.1, Qustodio for Windows, Atom Security, Inc. StaffCop 5.8, and other products, does not properly verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers, a different vulnerability than CVE-2015-2077.",5.0,0.59%,2015-02-24,2015-02-28
CVE-2015-2077,Information leak,"The SDK for Komodia Redirector with SSL Digestor, as used in Lavasoft Ad-Aware Web Companion 1.1.885.1766 and Ad-Aware AdBlocker (alpha) 1.3.69.1, Qustodio for Windows, Atom Security, Inc. StaffCop 5.8, and other products, uses the same X.509 certificate private key for a root CA certificate across different customers' installations, which makes it easier for man-in-the-middle attackers to spoof SSL servers by leveraging knowledge of this key, as originally reported for Superfish VisualDiscovery on certain Lenovo Notebook laptop products.",5.0,1.55%,2015-02-24,2016-12-31
CVE-2015-2076,Information leak,"The Auditing service in SAP BusinessObjects Edge 4.0 allows remote attackers to obtain sensitive information by reading an audit event, aka SAP Note 2011395.",5.0,0.46%,2015-02-27,2018-10-09
CVE-2015-2075,N/A,"SAP BusinessObjects Edge 4.0 allows remote attackers to delete audit events from the auditee queue via a clearData CORBA operation, aka SAP Note 2011396.",5.0,0.44%,2015-02-27,2018-10-09
CVE-2015-2072,Cross site scripting (XSS),"Multiple cross-site scripting (XSS) vulnerabilities in SAP HANA 73 (1.00.73.00.389160) and HANA Developer Edition 80 (1.00.80.00.391861) allow remote attackers to inject arbitrary web script or HTML via unspecified vectors to (1) ide/core/plugins/editor/templates/trace/hanaTraceDetailService.xsjs or (2) xs/ide/editor/templates/trace/hanaTraceDetailService.xsjs, aka SAP Note 2069676.",4.3,0.36%,2015-02-27,2018-10-09
CVE-2015-2071,Directory traversal,Directory traversal vulnerability in cm/newui/blog/export.jsp in eTouch SamePage Enterprise Edition 4.4.0.0.239 allows remote authenticated users to read arbitrary files via a .. (dot dot) in the filepath parameter.,4.0,13.41%,2015-02-24,2016-11-30
CVE-2015-2070,Sql Injection,SQL injection vulnerability in eTouch SamePage Enterprise Edition 4.4.0.0.239 allows remote attackers to execute arbitrary SQL commands via the catId parameter to cm/blogrss/feed.,7.5,2.94%,2015-02-24,2016-11-30
CVE-2015-2069,Cross site scripting (XSS),Cross-site scripting (XSS) vulnerability in the WooCommerce plugin before 2.2.11 for WordPress allows remote attackers to inject arbitrary web script or HTML via the QUERY_STRING in the wc-reports page to wp-admin/admin.php.,4.3,0.27%,2015-02-24,2016-11-30
CVE-2015-2068,Cross site scripting (XSS),Multiple cross-site scripting (XSS) vulnerabilities in the MAGMI (aka Magento Mass Importer) plugin for Magento Server allow remote attackers to inject arbitrary web script or HTML via the (1) profile parameter to web/magmi.php or (2) QUERY_STRING to web/magmi_import_run.php.,4.3,0.27%,2015-02-24,2020-07-06
CVE-2015-2067,Directory traversal,Directory traversal vulnerability in web/ajax_pluginconf.php in the MAGMI (aka Magento Mass Importer) plugin for Magento Server allows remote attackers to read arbitrary files via a .. (dot dot) in the file parameter.,5.0,33.03%,2015-02-24,2020-07-06
CVE-2015-2066,Sql Injection,SQL injection vulnerability in DLGuard 4.5 allows remote attackers to execute arbitrary SQL commands via the c parameter to index.php.,7.5,0.40%,2015-02-24,2016-12-31
CVE-2015-2065,Sql Injection,SQL injection vulnerability in videogalleryrss.php in the Apptha WordPress Video Gallery (contus-video-gallery) plugin before 2.8 for WordPress allows remote attackers to execute arbitrary SQL commands via the vid parameter in a rss action to wp-admin/admin-ajax.php.,7.5,79.41%,2015-02-24,2016-11-30
CVE-2015-2064,Cross site scripting (XSS),"Multiple cross-site scripting (XSS) vulnerabilities in DLGuard 5, 4.6, and 4.5 allow remote attackers to inject arbitrary web script or HTML via the (1) page, (2) c, or (3) redirect parameter to index.php or (4) search field (searchTerm parameter) in the main page.",4.3,0.29%,2015-02-24,2016-12-31
CVE-2015-2055,Denial of service,Zhone GPON 2520 with firmware R4.0.2.566b allows remote attackers to cause a denial of service via a long string in the oldpassword parameter.,7.8,10.21%,2015-02-23,2016-11-30
