CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2019-15842,N/A,The easy-pdf-restaurant-menu-upload plugin before 1.1.2 for WordPress has XSS.,6.1,0.44%,2019-08-30,2019-09-03
CVE-2019-15841,N/A,"The facebook-for-woocommerce plugin before 1.9.15 for WordPress has CSRF via ajax_woo_infobanner_post_click, ajax_woo_infobanner_post_xout, or ajax_fb_toggle_visibility.",8.8,0.13%,2019-08-30,2019-09-03
CVE-2019-15840,N/A,The facebook-for-woocommerce plugin before 1.9.14 for WordPress has CSRF.,8.8,0.13%,2019-08-30,2019-09-03
CVE-2019-15839,N/A,The sina-extension-for-elementor plugin before 2.2.1 for WordPress has local file inclusion.,7.5,0.80%,2019-08-30,2020-08-24
CVE-2019-15838,N/A,"The custom-404-pro plugin before 3.2.8 for WordPress has reflected XSS, a different vulnerability than CVE-2019-14789.",6.1,0.44%,2019-08-30,2023-08-30
CVE-2019-15837,N/A,The webp-express plugin before 0.14.8 for WordPress has stored XSS.,5.4,0.31%,2019-08-30,2019-09-03
CVE-2019-15836,N/A,The wp-ultimate-recipe plugin before 3.12.7 for WordPress has stored XSS.,5.4,0.31%,2019-08-30,2019-09-04
CVE-2019-15835,N/A,The wp-better-permalinks plugin before 3.0.5 for WordPress has CSRF.,8.8,0.13%,2019-08-30,2019-09-04
CVE-2019-15834,N/A,The webp-converter-for-media plugin before 1.0.3 for WordPress has CSRF.,8.8,0.11%,2019-08-30,2019-09-04
CVE-2019-15833,N/A,The simple-mail-address-encoder plugin before 1.7 for WordPress has reflected XSS.,6.1,0.19%,2019-08-30,2023-01-30
CVE-2019-15832,N/A,The visitors-traffic-real-time-statistics plugin before 1.13 for WordPress has CSRF.,8.8,0.11%,2019-08-30,2019-09-03
CVE-2019-15831,N/A,The visitors-traffic-real-time-statistics plugin before 1.12 for WordPress has CSRF in the settings page.,8.8,0.11%,2019-08-30,2019-09-03
CVE-2019-15830,N/A,The icegram plugin before 1.10.29 for WordPress has ig_cat_list XSS.,5.4,0.21%,2019-08-30,2024-01-10
CVE-2019-15829,N/A,The photoblocks-grid-gallery plugin before 1.1.33 for WordPress has wp-admin/admin.php?page=photoblocks-edit&id= XSS.,4.8,0.84%,2019-08-30,2019-09-03
CVE-2019-15828,N/A,The one-click-ssl plugin before 1.4.7 for WordPress has CSRF.,8.8,0.11%,2019-08-30,2019-09-05
CVE-2019-15827,N/A,The onesignal-free-web-push-notifications plugin before 1.17.8 for WordPress has XSS via the subdomain parameter.,5.4,0.24%,2019-08-30,2019-09-03
CVE-2019-15826,N/A,The wps-hide-login plugin before 1.5.3 for WordPress has a protection bypass via wp-login.php in the Referer field.,9.8,1.02%,2019-08-30,2020-08-24
CVE-2019-15825,N/A,The wps-hide-login plugin before 1.5.3 for WordPress has an action=rp&key&login protection bypass.,9.8,1.02%,2019-08-30,2020-08-24
CVE-2019-15824,N/A,The wps-hide-login plugin before 1.5.3 for WordPress has an adminhash protection bypass.,9.8,1.02%,2019-08-30,2020-08-24
CVE-2019-15823,N/A,The wps-hide-login plugin before 1.5.3 for WordPress has an action=confirmaction protection bypass.,9.8,0.92%,2019-08-30,2020-08-24
CVE-2019-15822,N/A,The wps-child-theme-generator plugin before 1.2 for WordPress has classes/helpers.php directory traversal.,9.8,1.80%,2019-08-30,2019-09-03
CVE-2019-15821,N/A,The bold-page-builder plugin before 2.3.2 for WordPress has no protection against modifying settings and importing data.,7.5,0.31%,2019-08-30,2020-08-24
CVE-2019-15820,N/A,The login-or-logout-menu-item plugin before 1.2.0 for WordPress has no requirement for lolmi_save_settings authentication.,6.1,0.20%,2019-08-30,2019-09-04
CVE-2019-15819,N/A,The nd-restaurant-reservations plugin before 1.5 for WordPress has no requirement for nd_rst_import_settings_php_function authentication.,9.8,1.22%,2019-08-30,2020-08-24
CVE-2019-15818,N/A,The simple-301-redirects-addon-bulk-uploader plugin through 1.2.4 for WordPress has no requirement for authentication for action=bulk301export or action=bulk301clearlist.,6.1,0.20%,2019-08-30,2019-09-05
