CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2024-34149,N/A,"In Bitcoin Core through 27.0 and Bitcoin Knots before 25.1.knots20231115, tapscript lacks a policy size limit check, a different issue than CVE-2023-50428. NOTE: some parties oppose this new limit check (for example, because they agree with the objective but disagree with the technical mechanism, or because they have a different objective).",6.3,0.23%,2024-04-30,2024-08-02
CVE-2024-34088,N/A,"In FRRouting (FRR) through 9.1, it is possible for the get_edge() function in ospf_te.c in the OSPF daemon to return a NULL pointer. In cases where calling functions do not handle the returned NULL value, the OSPF daemon crashes, leading to denial of service.",7.5,0.25%,2024-04-30,2024-11-20
CVE-2024-34050,N/A,"Open Networking Foundation SD-RAN Rimedo rimedo-ts 0.1.1 has a slice bounds out-of-range panic in ""return uint64(b[2])<<16 | uint64(b[1])<<8 | uint64(b[0])"" in reader.go.",7.5,0.27%,2024-04-30,2024-08-01
CVE-2024-34049,N/A,"Open Networking Foundation SD-RAN Rimedo rimedo-ts 0.1.1 has a slice bounds out-of-range panic in ""return plmnIdString[0:3], plmnIdString[3:]"" in reader.go.",7.5,0.27%,2024-04-30,2024-08-20
CVE-2024-34048,N/A,O-RAN RIC I-Release e2mgr lacks array size checks in E2nodeConfigUpdateNotificationHandler.,9.8,0.33%,2024-04-30,2024-08-27
CVE-2024-34047,N/A,O-RAN RIC I-Release e2mgr lacks array size checks in RicServiceUpdateHandler.,4.3,0.17%,2024-04-30,2024-11-06
CVE-2024-34046,N/A,The O-RAN E2T I-Release Prometheus metric Increment function can crash in sctpThread.cpp for message.peerInfo->sctpParams->e2tCounters[IN_SUCC][MSG_COUNTER][ProcedureCode_id_RICsubscription]->Increment().,7.5,0.27%,2024-04-30,2024-11-01
CVE-2024-34045,N/A,The O-RAN E2T I-Release Prometheus metric Increment function can crash in sctpThread.cpp for message.peerInfo->counters[IN_INITI][MSG_COUNTER][ProcedureCode_id_E2setup]->Increment().,7.5,0.27%,2024-04-30,2024-07-03
CVE-2024-34044,N/A,The O-RAN E2T I-Release buildPrometheusList function can have a NULL pointer dereference because peerInfo can be NULL.,5.3,0.25%,2024-04-30,2024-11-12
CVE-2024-34043,N/A,O-RAN RICAPP kpimon-go I-Release has a segmentation violation via a certain E2AP-PDU message.,5.3,0.05%,2024-04-30,2024-08-01
CVE-2024-34020,N/A,A stack-based buffer overflow was found in the putSDN() function of mail.c in hcode through 2.1.,6.5,0.23%,2024-04-29,2024-07-03
CVE-2024-34011,N/A,Local privilege escalation due to insecure folder permissions. The following products are affected: Acronis Cyber Protect Cloud Agent (Windows) before build 37758.,6.8,0.03%,2024-04-29,2024-04-30
CVE-2024-34010,N/A,"Local privilege escalation due to unquoted search path vulnerability. The following products are affected: Acronis Cyber Protect Cloud Agent (Windows) before build 37758, Acronis Cyber Protect 16 (Windows) before build 38690.",8.2,0.05%,2024-04-29,2024-10-15
CVE-2024-33905,N/A,"In Telegram WebK before 2.0.0 (488), a crafted Mini Web App allows XSS via the postMessage web_app_open_link event type.",4.6,0.27%,2024-04-29,2024-07-03
CVE-2024-33904,N/A,"In plugins/HookSystem.cpp in Hyprland through 0.39.1 (before 28c8561), through a race condition, a local attacker can cause execution of arbitrary assembly code by writing to a predictable temporary file.",7.0,0.05%,2024-04-29,2024-08-22
CVE-2024-33903,N/A,"In CARLA through 0.9.15.2, the collision sensor mishandles some situations involving pedestrians or bicycles, in part because the collision sensor function is not exposed to the Blueprint library.",5.9,0.27%,2024-04-29,2024-09-06
CVE-2024-33899,N/A,"RARLAB WinRAR before 7.00, on Linux and UNIX platforms, allows attackers to spoof the screen output, or cause a denial of service, via ANSI escape sequences.",7.1,0.95%,2024-04-29,2024-07-03
CVE-2024-33891,N/A,"Delinea Secret Server before 11.7.000001 allows attackers to bypass authentication via the SOAP API in SecretServer/webservices/SSWebService.asmx. This is related to a hardcoded key, the use of the integer 2 for the Admin user, and removal of the oauthExpirationId attribute.",8.8,0.71%,2024-04-28,2025-02-12
CVE-2024-33883,N/A,The ejs (aka Embedded JavaScript templates) package before 3.1.10 for Node.js lacks certain pollution protection.,4.0,1.68%,2024-04-28,2024-08-01
CVE-2024-33851,N/A,"phpecc, as used in paragonie/phpecc before 2.0.1, has a branch-based timing leak in Point addition. (This is related to phpecc/phpecc on GitHub, and the Matyas Danter ECC library.)",4.3,0.19%,2024-04-27,2024-11-04
CVE-2024-33832,N/A,OneNav v0.9.35-20240318 was discovered to contain a Server-Side Request Forgery (SSRF) via the component /index.php?c=api&method=get_link_info.,6.3,0.16%,2024-04-30,2024-07-03
CVE-2024-33831,N/A,A stored cross-site scripting (XSS) vulnerability in the Advanced Expectation - Response module of yapi v1.10.2 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the body field.,7.4,0.24%,2024-04-30,2024-07-03
CVE-2024-33697,N/A,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Rimes Gold CF7 File Download – File Download for CF7 allows Stored XSS.This issue affects CF7 File Download – File Download for CF7: from n/a through 2.0.,5.9,0.17%,2024-04-26,2024-04-26
CVE-2024-33696,N/A,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Broadstreet XPRESS WordPress Ad Widget allows Stored XSS.This issue affects WordPress Ad Widget: from n/a through 2.20.0.,5.9,0.17%,2024-04-26,2024-04-26
CVE-2024-33695,N/A,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ThemeNcode Fan Page Widget by ThemeNcode allows Stored XSS.This issue affects Fan Page Widget by ThemeNcode: from n/a through 2.0.,5.9,0.17%,2024-04-26,2024-04-26
