CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2017-1000381,Information leak,"The c-ares function `ares_parse_naptr_reply()`, which is used for parsing NAPTR responses, could be triggered to read memory outside of the given input buffer if the passed in DNS response packet was crafted in a particular way.",7.5,0.72%,2017-07-07,2023-09-15
CVE-2017-1000363,Memory Corruption,"Linux drivers/char/lp.c Out-of-Bounds Write. Due to a missing bounds check, and the fact that parport_ptr integer is static, a 'secure boot' kernel command line adversary (can happen due to bootloader vulns, e.g. Google Nexus 6's CVE-2016-10277, where due to a vulnerability the adversary has partial control over the command line) can overflow the parport_nr array in the following code, by appending many (>LP_NO) 'lp=none' arguments to the command line.",7.8,0.41%,2017-07-17,2023-01-17
CVE-2017-1000362,Information leak,"The re-key admin monitor was introduced in Jenkins 1.498 and re-encrypted all secrets in JENKINS_HOME with a new key. It also created a backup directory with all old secrets, and the key used to encrypt them. These backups were world-readable and not removed afterwards. Jenkins now deletes the backup directory, if present. Upgrading from before 1.498 will no longer create a backup directory. Administrators relying on file access permissions in their manually created backups are advised to check them for the directory $JENKINS_HOME/jenkins.security.RekeySecretAdminMonitor/backups, and delete it if present.",9.8,1.23%,2017-07-17,2017-07-26
CVE-2017-1000082,N/A,"systemd v233 and earlier fails to safely parse usernames starting with a numeric digit (e.g. ""0day""), running the service in question with root privileges rather than the user intended.",10.0,0.56%,2017-07-07,2024-10-11
CVE-2017-1000081,N/A,Linux foundation ONOS 1.9.0 is vulnerable to unauthenticated upload of applications (.oar) resulting in remote code execution.,9.8,8.81%,2017-07-17,2020-12-07
CVE-2017-1000080,N/A,Linux foundation ONOS 1.9.0 allows unauthenticated use of websockets.,7.5,0.32%,2017-07-17,2020-12-07
CVE-2017-1000079,N/A,Linux foundation ONOS 1.9.0 is vulnerable to a DoS.,7.5,0.46%,2017-07-17,2020-12-07
CVE-2017-1000078,N/A,Linux foundation ONOS 1.9 is vulnerable to XSS in the device. registration,6.1,0.27%,2017-07-17,2020-12-07
CVE-2017-1000075,N/A,Creolabs Gravity version 1.0 is vulnerable to a stack overflow in the memcmp function,9.8,0.85%,2017-07-17,2017-07-19
CVE-2017-1000074,N/A,Creolabs Gravity version 1.0 is vulnerable to a stack overflow in the string_repeat() function.,9.8,0.85%,2017-07-17,2017-07-19
CVE-2017-1000073,N/A,Creolabs Gravity version 1.0 is vulnerable to a heap overflow in an undisclosed component that can result in arbitrary code execution.,9.8,3.27%,2017-07-17,2017-07-19
CVE-2017-1000072,N/A,Creolabs Gravity version 1.0 is vulnerable to a Double Free in gravity_value resulting potentially leading to modification of unexpected memory locations,9.8,0.83%,2017-07-17,2017-07-19
CVE-2017-1000071,N/A,Jasig phpCAS version 1.3.4 is vulnerable to an authentication bypass in the validateCAS20 function when configured to authenticate against an old CAS server.,8.1,0.25%,2017-07-17,2019-10-03
CVE-2017-1000070,N/A,The Bitly oauth2_proxy in version 2.1 and earlier was affected by an open redirect vulnerability during the start and termination of the 2-legged OAuth flow. This issue was caused by improper input validation and a violation of RFC-6819,6.1,0.18%,2017-07-17,2017-07-20
CVE-2017-1000069,N/A,CSRF in Bitly oauth2_proxy 2.1 during authentication flow,8.8,0.07%,2017-07-17,2017-07-20
CVE-2017-1000068,N/A,TestTrack Server versions 1.0 and earlier are vulnerable to an authentication flaw in the split disablement feature resulting in the ability to disable arbitrary running splits and cause denial of service to clients in the field.,7.5,0.41%,2017-07-17,2020-08-05
CVE-2017-1000067,N/A,MODX Revolution version 2.x - 2.5.6 is vulnerable to blind SQL injection caused by improper sanitization by the escape method resulting in authenticated user accessing database and possibly escalating privileges.,8.8,0.55%,2017-07-17,2017-07-21
CVE-2017-1000066,N/A,"The entry details view function in KeePass version 1.32 inadvertently decrypts certain database entries into memory, which may result in the disclosure of sensitive information.",7.5,0.60%,2017-07-17,2019-10-03
CVE-2017-1000065,N/A,Multiple Cross-site scripting (XSS) vulnerabilities in rpc.php in OpenMediaVault release 2.1 in Access Rights Management(Users) functionality allows attackers to inject arbitrary web scripts and execute malicious scripts within an authenticated client's browser.,6.1,0.35%,2017-07-17,2017-07-21
CVE-2017-1000064,N/A,kittoframework kitto version 0.5.1 is vulnerable to memory exhaustion in the router resulting in DoS,7.5,0.40%,2017-07-17,2017-07-19
CVE-2017-1000063,N/A,kittoframework kitto version 0.5.1 is vulnerable to an XSS in the 404 page resulting in information disclosure,6.1,0.21%,2017-07-17,2017-07-19
CVE-2017-1000062,N/A,kittoframework kitto 0.5.1 is vulnerable to directory traversal in the router resulting in remote code execution,7.5,2.59%,2017-07-17,2017-07-19
CVE-2017-1000061,N/A,"xmlsec 1.2.23 and before is vulnerable to XML External Entity Expansion when parsing crafted input documents, resulting in possible information disclosure or denial of service",7.1,0.21%,2017-07-17,2021-06-14
CVE-2017-1000060,N/A,EyesOfNetwork (EON) 5.1 Unauthenticated SQL Injection in eonweb leading to remote root,10.0,3.53%,2017-07-17,2021-02-25
CVE-2017-1000059,N/A,Live Helper Chat version 2.06v and older is vulnerable to Cross-Site Scripting in the HTTP Header handling resulting in the execution of any user provided Javascript code in the session of other users.,6.1,0.35%,2017-07-17,2017-07-20
