CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2017-9307,N/A,SSRF vulnerability in remotedownload.php in Allen Disk 1.6 allows remote authenticated users to conduct port scans and access intranet servers via a crafted file parameter.,6.5,0.19%,2017-05-31,2017-06-09
CVE-2017-9306,N/A,"inc/SP/Html/Html.class.php in sysPass 2.1.9 allows remote attackers to bypass the XSS filter, as demonstrated by use of an ""<svg/onload="" substring instead of an ""<svg onload="" substring.",6.1,0.36%,2017-05-31,2017-06-09
CVE-2017-9305,N/A,"lib/core/TikiFilter/PreventXss.php in Tiki Wiki CMS Groupware 16.2 allows remote attackers to bypass the XSS filter via padded zero characters, as demonstrated by an attack on tiki-batch_send_newsletter.php.",6.1,0.42%,2017-05-31,2017-06-08
CVE-2017-9304,N/A,libyara/re.c in the regexp module in YARA 3.5.0 allows remote attackers to cause a denial of service (stack consumption) via a crafted rule that is mishandled in the _yr_re_emit function.,7.5,0.39%,2017-05-31,2019-10-03
CVE-2017-9303,N/A,"Laravel 5.4.x before 5.4.22 does not properly constrain the host portion of a password-reset URL, which makes it easier for remote attackers to conduct phishing attacks by specifying an attacker-controlled host.",6.1,0.20%,2017-05-29,2017-06-08
CVE-2017-9302,N/A,RealPlayer 16.0.2.32 allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a crafted mp4 file.,5.5,0.24%,2017-05-29,2017-06-08
CVE-2017-9301,N/A,plugins\audio_filter\libmpgatofixed32_plugin.dll in VideoLAN VLC media player 2.2.4 allows remote attackers to cause a denial of service (invalid read and application crash) or possibly have unspecified other impact via a crafted file.,7.8,0.40%,2017-05-29,2017-06-06
CVE-2017-9300,N/A,plugins\codec\libflac_plugin.dll in VideoLAN VLC media player 2.2.4 allows remote attackers to cause a denial of service (heap corruption and application crash) or possibly have unspecified other impact via a crafted FLAC file.,7.8,0.46%,2017-05-29,2017-11-23
CVE-2017-9299,N/A,"Open Ticket Request System (OTRS) 3.3.9 has XSS in index.pl?Action=AgentStats requests, as demonstrated by OrderBy=[XSS] and Direction=[XSS] attacks. NOTE: this CVE may have limited relevance because it represents a 2017 discovery of an issue in software from 2014. The 3.3.20 release, for example, is not affected.",6.1,0.26%,2017-05-29,2017-11-24
CVE-2017-9298,N/A,Cross-site scripting vulnerability in Hitachi Device Manager before 8.5.2-01 and Hitachi Replication Manager before 8.5.2-00 allows authenticated remote users to execute arbitrary JavaScript code.,5.4,0.20%,2017-05-29,2017-06-08
CVE-2017-9297,N/A,Open Redirect vulnerability in Hitachi Device Manager before 8.5.2-01 allows remote attackers to redirect users to arbitrary web sites.,6.1,0.19%,2017-05-29,2017-06-08
CVE-2017-9296,N/A,Open Redirect vulnerability in Hitachi Device Manager before 8.5.2-01 and Hitachi Tuning Manager before 8.5.2-00 allows remote attackers to redirect authenticated users to arbitrary web sites.,6.1,0.19%,2017-05-29,2017-06-08
CVE-2017-9295,N/A,XXE vulnerability in Hitachi Device Manager before 8.5.2-01 and Hitachi Replication Manager before 8.5.2-00 allows authenticated remote users to read arbitrary files.,6.5,0.16%,2017-05-29,2017-06-08
CVE-2017-9294,N/A,RMI vulnerability in Hitachi Device Manager before 8.5.2-01 allows remote attackers to execute internal commands without authentication via RMI ports.,9.8,5.19%,2017-05-29,2019-10-03
CVE-2017-9292,N/A,"Lansweeper before 6.0.0.65 has XSS in an image retrieval URI, aka Bug 542782.",6.1,0.24%,2017-05-29,2017-10-05
CVE-2017-9289,N/A,Bram Korsten Note through 1.2.0 is vulnerable to a reflected XSS in note-source\ui\editor.php (edit parameter).,6.1,0.24%,2017-05-29,2017-06-08
CVE-2017-9288,N/A,The Raygun4WP plugin 1.8.0 for WordPress is vulnerable to a reflected XSS in sendtesterror.php (backurl parameter).,6.1,0.70%,2017-05-29,2017-07-17
