CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2022-29967,N/A,static_compressed_inmemory_website_callback.c in Glewlwyd through 2.6.2 allows directory traversal.,7.5,0.11%,2022-04-29,2022-05-10
CVE-2022-29947,N/A,Woodpecker before 0.15.1 allows XSS via build logs because web/src/components/repo/build/BuildLog.vue lacks escaping.,6.1,0.09%,2022-04-29,2022-05-11
CVE-2022-29945,N/A,DJI drone devices sold in 2017 through 2022 broadcast unencrypted information about the drone operator's physical location via the AeroScope protocol.,7.5,0.06%,2022-04-29,2022-05-13
CVE-2022-29937,N/A,USU Oracle Optimization before 5.17.5 allows authenticated DataCollection users to achieve agent root access because some common OS commands are blocked but (for example) an OS command for base64 decoding is not blocked. NOTE: this is not an Oracle Corporation product.,9.0,0.16%,2022-04-29,2022-05-11
CVE-2022-29936,N/A,USU Oracle Optimization before 5.17 allows authenticated quantum users to achieve remote code execution because of /v2/quantum/save-data-upload-big-file Java deserialization. NOTE: this is not an Oracle Corporation product.,8.8,0.89%,2022-04-29,2022-05-11
CVE-2022-29935,N/A,USU Oracle Optimization before 5.17.5 allows attackers to discover the quantum credentials via an agent-installer download. NOTE: this is not an Oracle Corporation product.,7.5,0.12%,2022-04-29,2022-05-11
CVE-2022-29934,N/A,"USU Oracle Optimization before 5.17.5 lacks Polkit authentication, which allows smartcollector users to achieve root access via pkexec. NOTE: this is not an Oracle Corporation product.",7.8,0.04%,2022-04-29,2022-05-11
CVE-2022-29907,N/A,The Nimbus skin for MediaWiki through 1.37.2 (before 6f9c8fb868345701d9544a54d9752515aace39df) allows XSS in Advertise link messages.,6.1,0.37%,2022-04-29,2022-05-07
CVE-2022-29906,N/A,The admin API module in the QuizGame extension for MediaWiki through 1.37.2 (before 665e33a68f6fa1167df99c0aa18ed0157cdf9f66) omits a check for the quizadmin user.,9.8,0.26%,2022-04-29,2022-05-10
CVE-2022-29905,N/A,The FanBoxes extension for MediaWiki through 1.37.2 (before 027ffb0b9d6fe0d823810cf03f5b562a212162d4) allows Special:UserBoxes CSRF.,4.3,0.14%,2022-04-29,2022-05-10
CVE-2022-29904,N/A,The SemanticDrilldown extension for MediaWiki through 1.37.2 (before e688bdba6434591b5dff689a45e4d53459954773) allows SQL injection with certain '-' and '_' constraints.,9.8,13.41%,2022-04-29,2022-05-10
CVE-2022-29903,N/A,The Private Domains extension for MediaWiki through 1.37.2 (before 1ad65d4c1c199b375ea80988d99ab51ae068f766) allows CSRF for editing pages that store the extension's configuration. The attacker must trigger a POST request to Special:PrivateDomains.,4.3,0.11%,2022-04-29,2022-05-10
CVE-2022-29869,N/A,"cifs-utils through 6.14, with verbose logging, can cause an information leak when a file contains = (equal sign) characters but is not a valid credentials file.",5.3,0.64%,2022-04-28,2023-11-24
CVE-2022-29859,N/A,component/common/network/dhcp/dhcps.c in ambiot amb1_sdk (aka SDK for Ameba1) before 2022-03-11 mishandles data structures for DHCP packet data.,9.8,0.13%,2022-04-27,2022-12-13
CVE-2022-29856,N/A,A hardcoded cryptographic key in Automation360 22 allows an attacker to decrypt exported RPA packages.,7.5,0.42%,2022-04-29,2022-05-11
CVE-2022-29821,N/A,In JetBrains Rider before 2022.1 local code execution via links in ReSharper Quick Documentation was possible,7.7,0.00%,2022-04-28,2022-05-05
CVE-2022-29820,N/A,In JetBrains PyCharm before 2022.1 exposure of the debugger port to the internal network was possible,3.5,0.00%,2022-04-28,2022-05-05
CVE-2022-29819,N/A,In JetBrains IntelliJ IDEA before 2022.1 local code execution via links in Quick Documentation was possible,7.7,0.00%,2022-04-28,2022-05-05
CVE-2022-29818,N/A,In JetBrains IntelliJ IDEA before 2022.1 origin checks in the internal web server were flawed,7.1,0.00%,2022-04-28,2022-05-05
CVE-2022-29817,N/A,In JetBrains IntelliJ IDEA before 2022.1 reflected XSS via error messages in internal web server was possible,6.1,0.01%,2022-04-28,2022-05-05
CVE-2022-29816,N/A,In JetBrains IntelliJ IDEA before 2022.1 HTML injection into IDE messages was possible,3.2,0.00%,2022-04-28,2023-06-28
CVE-2022-29815,N/A,In JetBrains IntelliJ IDEA before 2022.1 local code execution via workspace settings was possible,6.9,0.00%,2022-04-28,2022-05-05
CVE-2022-29814,N/A,In JetBrains IntelliJ IDEA before 2022.1 local code execution via HTML descriptions in custom JSON schemas was possible,7.7,0.00%,2022-04-28,2022-05-05
CVE-2022-29813,N/A,In JetBrains IntelliJ IDEA before 2022.1 local code execution via custom Pandoc path was possible,6.9,0.00%,2022-04-28,2022-05-05
CVE-2022-29812,N/A,In JetBrains IntelliJ IDEA before 2022.1 notification mechanisms about using Unicode directionality formatting characters were insufficient,2.3,0.00%,2022-04-28,2022-05-05
