CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2023-52286,N/A,"Tencent tdsqlpcloud through 1.8.5 allows unauthenticated remote attackers to discover database credentials via an index.php/api/install/get_db_info request, a related issue to CVE-2023-42387.",7.5,0.25%,2023-12-31,2024-09-09
CVE-2023-52284,N/A,"Bytecode Alliance wasm-micro-runtime (aka WebAssembly Micro Runtime or WAMR) before 1.3.0 can have an ""double free or corruption"" error for a valid WebAssembly module because push_pop_frame_ref_offset is mishandled.",5.5,0.05%,2023-12-31,2024-01-08
CVE-2023-52277,N/A,"Royal RoyalTSX before 6.0.2.1 allows attackers to cause a denial of service (Heap Memory Corruption and application crash) or possibly have unspecified other impact via a long hostname in an RTSZ file, if the victim clicks on Test Connection. This occurs during SecureGatewayHost object processing in RAPortCheck.createNWConnection.",7.8,0.06%,2023-12-31,2024-01-10
CVE-2023-52275,N/A,Gallery3d on Tecno Camon X CA7 devices allows attackers to view hidden images by navigating to data/com.android.gallery3d/.privatealbum/.encryptfiles and guessing the correct image file extension.,2.1,0.07%,2023-12-31,2024-01-11
CVE-2023-52269,N/A,MDaemon SecurityGateway through 9.0.3 allows XSS via a crafted Message Content Filtering rule. This might allow domain administrators to conduct attacks against global administrators.,4.8,0.18%,2023-12-31,2024-01-05
CVE-2023-52267,N/A,ehttp 1.0.6 before 17405b9 has a simple_log.cpp _log out-of-bounds-read during error logging for long strings.,7.5,0.27%,2023-12-31,2024-01-09
CVE-2023-52266,N/A,ehttp 1.0.6 before 17405b9 has an epoll_socket.cpp read_func use-after-free. An attacker can make many connections over a short time to trigger this.,7.5,0.32%,2023-12-31,2024-09-09
CVE-2023-52265,N/A,IDURAR (aka idurar-erp-crm) through 2.0.1 allows stored XSS via a PATCH request with a crafted JSON email template in the /api/email/update data.,5.4,0.18%,2023-12-30,2024-11-20
CVE-2023-52264,N/A,The beesblog (aka Bees Blog) component before 1.6.2 for thirty bees allows Reflected XSS because controllers/front/post.php sharing_url is mishandled.,6.1,0.22%,2023-12-30,2024-01-05
CVE-2023-52263,N/A,Brave Browser before 1.59.40 does not properly restrict the schema for WebUI factory and redirect. This is related to browser/brave_content_browser_client.cc and browser/ui/webui/brave_web_ui_controller_factory.cc.,6.1,0.18%,2023-12-30,2024-01-09
CVE-2023-52262,N/A,outdoorbits little-backup-box (aka Little Backup Box) before f39f91c allows remote attackers to execute arbitrary code because the PHP extract function is used for untrusted input.,9.8,1.24%,2023-12-30,2024-01-09
CVE-2023-52257,N/A,LogoBee 0.2 allows updates.php?id= XSS.,6.1,0.14%,2023-12-30,2024-01-05
CVE-2023-52252,N/A,Unified Remote 3.13.0 allows remote attackers to execute arbitrary Lua code because of a wildcarded Access-Control-Allow-Origin for the Remote upload endpoint.,9.8,0.49%,2023-12-30,2024-01-05
