CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2019-17051,N/A,"Evernote before 7.13 GA on macOS allows code execution because the com.apple.quarantine attribute is not used for attachment files, as demonstrated by a one-click attack involving a drag-and-drop operation on a crafted Terminal file.",7.8,0.39%,2019-09-30,2021-07-21
CVE-2019-17050,N/A,"An issue was discovered in the Voyager package through 1.2.7 for Laravel. An attacker with admin privileges and Compass access can read or delete arbitrary files, such as the .env file. NOTE: a software maintainer has suggested a solution in which Compass is switched off in a production environment.",7.2,0.70%,2019-09-30,2019-10-04
CVE-2019-17049,N/A,"NETGEAR SRX5308 4.3.5-3 devices allow SQL Injection, as exploited in the wild in September 2019 to add a new user account.",7.5,0.26%,2019-09-30,2019-10-04
CVE-2019-17046,N/A,"Ilch 2.1.22 allows remote code execution because php is listed under ""Allowed files"" on the index.php/admin/media/settings/index page.",9.0,5.87%,2019-09-30,2019-10-04
CVE-2019-17045,N/A,"Ilch 2.1.22 allows stored XSS via the title, text, or email id to the Jobs Tab.",4.8,0.24%,2019-09-30,2019-10-03
CVE-2019-17040,N/A,contrib/pmdb2diag/pmdb2diag.c in Rsyslog v8.1908.0 allows out-of-bounds access because the level length is mishandled.,9.8,0.50%,2019-09-30,2019-10-07
CVE-2019-16999,N/A,CloudBoot through 2019-03-08 allows SQL Injection via a crafted Status field in JSON data to the api/osinstall/v1/device/getNumByStatus URI.,9.8,0.26%,2019-09-30,2019-10-02
CVE-2019-16997,N/A,"In Metinfo 7.0.0beta, a SQL Injection was discovered in app/system/language/admin/language_general.class.php via the admin/?n=language&c=language_general&a=doExportPack appno parameter.",7.2,89.63%,2019-09-30,2019-10-04
CVE-2019-16996,N/A,"In Metinfo 7.0.0beta, a SQL Injection was discovered in app/system/product/admin/product_admin.class.php via the admin/?n=product&c=product_admin&a=dopara&app_type=shop id parameter.",7.2,85.75%,2019-09-30,2019-10-04
CVE-2019-16995,N/A,"In the Linux kernel before 5.0.3, a memory leak exits in hsr_dev_finalize() in net/hsr/hsr_device.c if hsr_add_port fails to add a port, which may cause denial of service, aka CID-6caabe7f197d.",7.8,2.00%,2019-09-30,2021-07-21
CVE-2019-16994,N/A,"In the Linux kernel before 5.0, a memory leak exists in sit_init_net() in net/ipv6/sit.c when register_netdev() fails to register sitn->fb_tunnel_dev, which may cause denial of service, aka CID-07f12b26e21a.",4.7,0.17%,2019-09-30,2021-07-21
CVE-2019-16993,N/A,"In phpBB before 3.1.7-PL1, includes/acp/acp_bbcodes.php has improper verification of a CSRF token on the BBCode page in the Administration Control Panel. An actual CSRF attack is possible if an attacker also manages to retrieve the session id of a reauthenticated administrator prior to targeting them.",8.8,0.23%,2019-09-30,2019-11-21
CVE-2019-16992,N/A,"The Keybase app 2.13.2 for iOS provides potentially insufficient notice that it is employing a user's private key to sign a certain cryptocurrency attestation (that an address at keybase.io can be used for Stellar payments to the user), which might be incompatible with a user's personal position on the semantics of an attestation.",7.5,0.15%,2019-09-30,2019-10-08
CVE-2019-16941,N/A,"NSA Ghidra through 9.0.4, when experimental mode is enabled, allows arbitrary code execution if the Read XML Files feature of Bit Patterns Explorer is used with a modified XML document. This occurs in Features/BytePatterns/src/main/java/ghidra/bitpatterns/info/FileBitPatternInfoReader.java. An attack could start with an XML document that was originally created by DumpFunctionPatternInfoScript but then directly modified by an attacker (for example, to make a java.lang.Runtime.exec call).",9.8,32.89%,2019-09-28,2019-10-04
CVE-2019-16935,N/A,"The documentation XML-RPC server in Python through 2.7.16, 3.x through 3.6.9, and 3.7.x through 3.7.4 has XSS via the server_title field. This occurs in Lib/DocXMLRPCServer.py in Python 2.x, and in Lib/xmlrpc/server.py in Python 3.x. If set_server_title is called with untrusted input, arbitrary JavaScript can be delivered to clients that visit the http URL for this server.",6.1,0.65%,2019-09-28,2023-01-19
CVE-2019-16932,N/A,A blind SSRF vulnerability exists in the Visualizer plugin before 3.3.1 for WordPress via wp-json/visualizer/v1/upload-data.,10.0,15.04%,2019-09-30,2019-10-04
CVE-2019-16930,N/A,"Zcashd in Zcash before 2.0.7-3 allows discovery of the IP address of a full node that owns a shielded address, related to mishandling of exceptions during deserialization of note plaintexts. This affects anyone who has disclosed their zaddr to a third party.",5.3,0.54%,2019-09-28,2019-10-04
CVE-2019-16928,N/A,"Exim 4.92 through 4.92.2 allows remote code execution, a different vulnerability than CVE-2019-15846. There is a heap-based buffer overflow in string_vformat in string.c involving a long EHLO command.",9.8,89.45%,2019-09-27,2025-03-07
CVE-2019-16927,N/A,"Xpdf 4.01.01 has an out-of-bounds write in the vertProfile part of the TextPage::findGaps function in TextOutputDev.cc, a different vulnerability than CVE-2019-9877.",5.5,0.16%,2019-09-27,2019-10-01
CVE-2019-16926,N/A,Flower 0.9.3 has XSS via a crafted worker name. NOTE: The project author stated that he doesn't think this is a valid vulnerability. Worker name and task name aren’t user facing configuration options. They are internal backend config options and person having rights to change them already has full access,6.1,0.24%,2019-09-28,2024-08-05
CVE-2019-16925,N/A,Flower 0.9.3 has XSS via the name parameter in an @app.task call. NOTE: The project author stated that he doesn't think this is a valid vulnerability. Worker name and task name aren’t user facing configuration options. They are internal backend config options and person having rights to change them already has full access,6.1,0.24%,2019-09-28,2024-08-05
CVE-2019-16924,N/A,"The Nulock application 1.5.0 for mobile devices sends a cleartext password over Bluetooth, which allows remote attackers (after sniffing the network) to take control of the lock.",8.8,0.10%,2019-09-27,2019-10-04
CVE-2019-16923,N/A,kkcms 1.3 has jx.php?url= XSS.,6.1,0.24%,2019-09-27,2019-09-27
CVE-2019-16922,N/A,SuiteCRM 7.10.x before 7.10.20 and 7.11.x before 7.11.8 allows unintended public exposure of files.,5.3,0.24%,2019-09-27,2021-07-21
CVE-2019-16921,N/A,"In the Linux kernel before 4.17, hns_roce_alloc_ucontext in drivers/infiniband/hw/hns/hns_roce_main.c does not initialize the resp data structure, which might allow attackers to obtain sensitive information from kernel stack memory, aka CID-df7e40425813.",7.5,0.27%,2019-09-27,2019-09-27
