CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2022-39047,N/A,Freeciv before 2.6.7 and before 3.0.3 is prone to a buffer overflow vulnerability in the Modpack Installer utility's handling of the modpack URL.,8.8,0.15%,2022-08-31,2022-09-05
CVE-2022-39046,N/A,"An issue was discovered in the GNU C Library (glibc) 2.36. When the syslog function is passed a crafted input string larger than 1024 bytes, it reads uninitialized memory from the heap and prints it to the target log file, potentially revealing a portion of the contents of the heap.",7.5,0.63%,2022-08-31,2024-02-04
CVE-2022-39028,N/A,"telnetd in GNU Inetutils through 2.3, MIT krb5-appl through 1.0.3, and derivative works has a NULL pointer dereference via 0xff 0xf7 or 0xff 0xf8. In a typical installation, the telnetd application would crash but the telnet service would remain available through inetd. However, if the telnetd application has many crashes within a short time interval, the telnet service would become unavailable after inetd logs a ""telnet/tcp server failing (looping), service terminated"" error. NOTE: MIT krb5-appl is not supported upstream but is shipped by a few Linux distributions. The affected code was removed from the supported MIT Kerberos 5 (aka krb5) product many years ago, at version 1.8.",7.5,0.27%,2022-08-30,2023-09-27
CVE-2022-38812,N/A,AeroCMS 0.1.1 is vulnerable to SQL Injection via the author parameter.,6.5,0.06%,2022-08-31,2022-09-07
CVE-2022-38794,N/A,Zaver through 2020-12-15 allows directory traversal via the GET /.. substring.,7.5,61.37%,2022-08-27,2022-09-01
CVE-2022-38792,N/A,The exotel (aka exotel-py) package in PyPI as of 0.1.6 includes a code execution backdoor inserted by a third party.,9.8,0.11%,2022-08-27,2022-09-01
CVE-2022-38791,N/A,"In MariaDB before 10.9.2, compress_write in extra/mariabackup/ds_compress.cc does not release data_mutex upon a stream write failure, which allows local users to trigger a deadlock.",5.5,0.02%,2022-08-27,2022-12-08
CVE-2022-38784,N/A,Poppler prior to and including 22.08.0 contains an integer overflow in the JBIG2 decoder (JBIG2Stream::readTextRegionSeg() in JBIGStream.cc). Processing a specially crafted PDF file or JBIG2 image could lead to a crash or the execution of arbitrary code. This is similar to the vulnerability described by CVE-2022-38171 in Xpdf.,7.8,0.05%,2022-08-30,2022-10-28
CVE-2022-38772,N/A,"Zoho ManageEngine OpManager, OpManager Plus, OpManager MSP, Network Configuration Manager, NetFlow Analyzer, and OpUtils before 125658, 126003, 126105, and 126120 allow authenticated users to make database changes that lead to remote code execution in the NMAP feature.",8.8,40.44%,2022-08-29,2022-09-02
CVE-2022-38668,N/A,HTTP applications (servers) based on Crow through 1.0+4 may reveal potentially sensitive uninitialized data from stack memory when fulfilling a request for a static file smaller than 16 KB.,7.5,0.09%,2022-08-22,2022-10-01
CVE-2022-38667,N/A,"HTTP applications (servers) based on Crow through 1.0+4 may allow a Use-After-Free and code execution when HTTP pipelining is used. The HTTP parser supports HTTP pipelining, but the asynchronous Connection layer is unaware of HTTP pipelining. Specifically, the Connection layer is unaware that it has begun processing a later request before it has finished processing an earlier request.",9.8,0.51%,2022-08-22,2022-10-28
CVE-2022-38665,N/A,Jenkins CollabNet Plugins Plugin 2.0.8 and earlier stores a RabbitMQ password unencrypted in its global configuration file on the Jenkins controller where it can be viewed by users with access to the Jenkins controller file system.,6.5,0.06%,2022-08-23,2023-11-02
CVE-2022-38664,N/A,"Jenkins Job Configuration History Plugin 1165.v8cc9fd1f4597 and earlier does not escape the job name on the System Configuration History page, resulting in a stored cross-site scripting (XSS) vulnerability exploitable by attackers able to configure job names.",5.4,0.96%,2022-08-23,2023-11-02
CVE-2022-38663,N/A,"Jenkins Git Plugin 4.11.4 and earlier does not properly mask (i.e., replace with asterisks) credentials in the build log provided by the Git Username and Password (`gitUsernamePassword`) credentials binding.",6.5,0.24%,2022-08-23,2023-11-02
