CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2020-15415,N/A,"On DrayTek Vigor3900, Vigor2960, and Vigor300B devices before 1.5.1, cgi-bin/mainfunction.cgi/cvmcfgupload allows remote command execution via shell metacharacters in a filename when the text/x-python-script content type is used, a different issue than CVE-2020-14472.",9.8,91.24%,2020-06-30,2025-02-06
CVE-2020-15412,N/A,An issue was discovered in MISP 2.4.128. app/Controller/EventsController.php lacks an event ACL check before proceeding to allow a user to send an event contact form.,4.3,0.15%,2020-06-30,2021-07-21
CVE-2020-15411,N/A,An issue was discovered in MISP 2.4.128. app/Controller/AttributesController.php has insufficient ACL checks in the attachment downloader.,9.8,0.43%,2020-06-30,2021-07-21
CVE-2020-15401,N/A,IOBit Malware Fighter Pro 8.0.2.547 allows local users to gain privileges for file deletion by manipulating malicious flagged file locations with an NTFS junction and an Object Manager symbolic link.,4.4,0.10%,2020-06-30,2020-07-07
CVE-2020-15400,N/A,CakePHP before 4.0.6 mishandles CSRF token generation. This might be remotely exploitable in conjunction with XSS.,4.3,0.17%,2020-06-30,2021-07-21
CVE-2020-15397,N/A,"HylaFAX+ through 7.0.2 and HylaFAX Enterprise have scripts that execute binaries from directories writable by unprivileged users (e.g., locations under /var/spool/hylafax that are writable by the uucp account). This allows these users to execute code in the context of the user calling these binaries (often root).",7.8,0.23%,2020-06-30,2022-07-12
CVE-2020-15396,N/A,"In HylaFAX+ through 7.0.2 and HylaFAX Enterprise, the faxsetup utility calls chown on files in user-owned directories. By winning a race, a local attacker could use this to escalate his privileges to root.",7.8,0.07%,2020-06-30,2022-04-28
CVE-2020-15395,N/A,"In MediaInfoLib in MediaArea MediaInfo 20.03, there is a stack-based buffer over-read in Streams_Fill_PerStream in Multiple/File_MpegPs.cpp (aka an off-by-one during MpegPs parsing).",7.8,0.50%,2020-06-30,2022-11-16
CVE-2020-15393,N/A,"In the Linux kernel 4.4 through 5.7.6, usbtest_disconnect in drivers/usb/misc/usbtest.c has a memory leak, aka CID-28ebeb8db770.",5.5,0.03%,2020-06-29,2022-04-28
CVE-2020-15389,N/A,jp2/opj_decompress.c in OpenJPEG through 2.3.1 has a use-after-free that can be triggered if there is a mix of valid and invalid files in a directory operated on by the decompressor. Triggering a double-free may also be possible. This is related to calling opj_image_destroy twice.,6.5,0.21%,2020-06-29,2022-10-06
CVE-2020-15368,N/A,"AsrDrv103.sys in the ASRock RGB Driver does not properly restrict access from user space, as demonstrated by triggering a triple fault via a request to zero CR3.",5.5,14.49%,2020-06-29,2024-04-03
CVE-2020-15365,N/A,LibRaw before 0.20-Beta3 has an out-of-bounds write in parse_exif() in metadata\exif_gps.cpp via an unrecognized AtomName and a zero value of tiff_nifds.,6.5,0.28%,2020-06-28,2020-07-06
CVE-2020-15364,N/A,The Nexos theme through 1.7 for WordPress allows top-map/?search_location= reflected XSS.,6.1,0.53%,2020-06-28,2022-07-17
CVE-2020-15363,N/A,The Nexos theme through 1.7 for WordPress allows side-map/?search_order= SQL Injection.,9.8,15.05%,2020-06-28,2022-07-17
CVE-2020-15362,N/A,wifiscanner.js in thingsSDK WiFi Scanner 1.0.1 allows Code Injection because it can be used with options to overwrite the default executable/binary path and its arguments. An attacker can abuse this functionality to execute arbitrary code.,9.8,1.20%,2020-06-29,2021-07-21
CVE-2020-15360,N/A,com.docker.vmnetd in Docker Desktop 2.3.0.3 allows privilege escalation because of a lack of client verification.,7.8,0.06%,2020-06-27,2022-07-12
CVE-2020-15358,N/A,"In SQLite before 3.32.3, select.c mishandles query-flattener optimization, leading to a multiSelectOrderBy heap overflow because of misuse of transitive properties for constant propagation.",5.5,0.07%,2020-06-27,2022-05-12
CVE-2020-15351,N/A,"IDrive before 6.7.3.19 on Windows installs by default to %PROGRAMFILES(X86)%\IDriveWindows with weak folder permissions granting any user modify permission (i.e., NT AUTHORITY\Authenticated Users:(OI)(CI)(M)) to the contents of the directory and its sub-folders. In addition, the program installs a service called IDriveService that runs as LocalSystem. Thus, any standard user can escalate privileges to NT AUTHORITY\SYSTEM by substituting the service's binary with a malicious one.",7.8,0.03%,2020-06-26,2020-07-06
CVE-2020-15348,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 allows use of live/CPEManager/AXCampaignManager/delete_cpes_by_ids?cpe_ids= for eval injection of Python code.,10.0,1.24%,2020-06-26,2021-07-21
CVE-2020-15336,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has no authentication for /cnr requests.,7.5,0.22%,2020-06-26,2022-07-17
CVE-2020-15335,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has no authentication for /registerCpe requests.,7.5,0.22%,2020-06-26,2022-07-17
CVE-2020-15324,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has a world-readable axess/opt/axXMPPHandler/config/xmpp_config.py file that stores hardcoded credentials.,9.8,0.51%,2020-06-29,2020-07-06
CVE-2020-15323,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has the cloud1234 password for the a1@chopin account default credentials.,9.8,0.51%,2020-06-29,2020-07-06
CVE-2020-15322,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has the wbboEZ4BN3ssxAfM hardcoded password for the debian-sys-maint account.,9.8,0.51%,2020-06-29,2020-07-06
CVE-2020-15321,N/A,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has the axzyxel password for the livedbuser account.,9.8,0.51%,2020-06-29,2020-07-06
