CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2015-2792,N/A,"The WPML plugin before 3.1.9 for WordPress does not properly handle multiple actions in a request, which allows remote attackers to bypass nonce checks and perform arbitrary actions via a request containing an action POST parameter, an action GET parameter, and a valid nonce for the action GET parameter.",7.5,0.58%,2015-03-30,2015-03-31
CVE-2015-2791,N/A,"The ""menu sync"" function in the WPML plugin before 3.1.9 for WordPress allows remote attackers to delete arbitrary posts, pages, and menus via a crafted request to sitepress-multilingual-cms/menu/menus-sync.php.",6.4,13.71%,2015-03-30,2018-10-09
CVE-2015-2790,N/A,"Foxit Reader, Enterprise Reader, and PhantomPDF before 7.1 allow remote attackers to cause a denial of service (memory corruption and crash) via a crafted (1) Ubyte Size in a DataSubBlock structure or (2) LZWMinimumCodeSize in a GIF image.",4.3,65.59%,2015-03-30,2016-12-03
CVE-2015-2789,N/A,Unquoted Windows search path vulnerability in the Foxit Cloud Safe Update Service in the Cloud plugin in Foxit Reader 6.1 through 7.0.6.1126 allows local users to gain privileges via a Trojan horse program in the %SYSTEMDRIVE% folder.,4.4,0.19%,2015-03-30,2016-12-03
CVE-2015-2787,N/A,"Use-after-free vulnerability in the process_nested_data function in ext/standard/var_unserializer.re in PHP before 5.4.39, 5.5.x before 5.5.23, and 5.6.x before 5.6.7 allows remote attackers to execute arbitrary code via a crafted unserialize call that leverages use of the unset function within an __wakeup function, a related issue to CVE-2015-0231.",7.5,38.95%,2015-03-30,2018-10-30
CVE-2015-2786,N/A,"Unspecified vulnerability in MyBB (aka MyBulletinBoard) before 1.8.4 has unknown attack vectors related to ""Group join request notifications sent to wrong group leaders.""",10.0,0.38%,2015-03-29,2016-12-03
CVE-2015-2785,N/A,The GIF encoder in Byzanz allows remote attackers to cause a denial of service (out-of-bounds heap write and crash) or possibly execute arbitrary code via a crafted Byzanz debug data recording (ByzanzRecording file) to the byzanz-playback command.,7.5,1.90%,2015-03-29,2015-03-30
CVE-2015-2776,N/A,The parse_SST function in FreeXL before 1.0.0i allows remote attackers to cause a denial of service (memory consumption) via a crafted shared strings table in a workbook.,4.3,1.78%,2015-03-31,2016-12-03
CVE-2015-2773,N/A,SVM in Websense TRITON V-Series appliances before 8.0.0 allows attackers to read arbitrary files via unspecified vectors.,5.0,0.26%,2015-03-27,2016-12-03
CVE-2015-2772,N/A,SVM in Websense TRITON V-Series appliances before 8.0.0 allows attackers to upload arbitrary files via unspecified vectors.,7.5,0.35%,2015-03-27,2016-12-03
CVE-2015-2771,N/A,"The Mail Server in Websense TRITON AP-EMAIL and V-Series appliances before 8.0.0 uses plaintext credentials, which allows remote attackers to obtain sensitive information via unspecified vectors.",5.0,0.23%,2015-03-27,2016-12-03
CVE-2015-2770,N/A,Cross-site request forgery (CSRF) vulnerability in the command line page in Websense TRITON V-Series appliances before 8.0.0 allows remote attackers to hijack the authentication of unspecified victims via unknown vectors.,6.8,0.12%,2015-03-27,2015-03-30
CVE-2015-2769,N/A,Multiple cross-site request forgery (CSRF) vulnerabilities in the Personal Email Manager (PEM) in Websense TRITON AP-EMAIL before 8.0.0 allow remote attackers to hijack the authentication of unspecified victims via unknown vectors.,6.8,0.12%,2015-03-27,2015-03-30
CVE-2015-2768,N/A,Cross-site scripting (XSS) vulnerability in Websense TRITON AP-EMAIL before 8.0.0 and V-Series 7.7 appliances allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,4.3,0.26%,2015-03-27,2016-12-03
CVE-2015-2767,N/A,"Unspecified vulnerability in Websense TRITON AP-EMAIL before 8.0.0 has unknown impact and attack vectors, related to ""Autocomplete Enabled.""",10.0,0.38%,2015-03-27,2016-12-03
CVE-2015-2766,N/A,The Personal Email Manager (PEM) in Websense TRITON AP-EMAIL before 8.0.0 allows attackers to have unspecified impact via a brute force attack.,5.0,0.26%,2015-03-27,2016-12-03
CVE-2015-2765,N/A,The Email Security Gateway in Websense TRITON AP-EMAIL before 8.0.0 allows remote attackers to conduct clickjacking attacks via unspecified vectors.,4.3,0.22%,2015-03-27,2016-12-03
CVE-2015-2764,N/A,Multiple cross-site scripting (XSS) vulnerabilities in Websense TRITON AP-DATA before 8.0.0 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors to the DSS (1) Mobile or (2) DLP report catalog.,4.3,0.26%,2015-03-27,2016-12-03
