CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2024-51568,N/A,CyberPanel (aka Cyber Panel) before 2.3.5 allows Command Injection via completePath in the ProcessUtilities.outputExecutioner() sink. There is /filemanager/upload (aka File Manager upload) unauthenticated remote code execution via shell metacharacters.,10.0,62.64%,2024-10-29,2024-11-01
CVE-2024-51567,N/A,"upgrademysqlstatus in databases/views.py in CyberPanel (aka Cyber Panel) before 5b08cd6 allows remote attackers to bypass authentication and execute arbitrary commands via /dataBases/upgrademysqlstatus by bypassing secMiddleware (which is only for a POST request) and using shell metacharacters in the statusfile property, as exploited in the wild in October 2024 by PSAUX. Versions through 2.3.6 and (unpatched) 2.3.7 are affected.",10.0,93.97%,2024-10-29,2025-02-05
CVE-2024-51509,N/A,"Tiki through 27.0 allows users who have certain permissions to insert a ""Modules"" (aka tiki-admin_modules.php) stored XSS payload in the Name.",4.8,0.04%,2024-10-28,2024-10-29
CVE-2024-51508,N/A,"Tiki through 27.0 allows users who have certain permissions to insert a ""Create/Edit External Wiki"" stored XSS payload in the Index.",4.8,0.04%,2024-10-28,2024-10-29
CVE-2024-51507,N/A,"Tiki through 27.0 allows users who have certain permissions to insert a ""Create/Edit External Wiki"" stored XSS payload in the Name.",4.8,0.04%,2024-10-28,2024-10-29
CVE-2024-51506,N/A,"Tiki through 27.0 allows users who have certain permissions to insert a ""Create a Wiki Pages"" stored XSS payload in the description.",4.8,0.04%,2024-10-28,2024-10-29
CVE-2024-51482,N/A,"ZoneMinder is a free, open source closed-circuit television software application. ZoneMinder v1.37.* <= 1.37.64 is vulnerable to boolean-based SQL Injection in function of web/ajax/event.php. This is fixed in 1.37.65.",9.9,33.92%,2024-10-31,2024-11-05
CVE-2024-51481,N/A,"Nix is a package manager for Linux and other Unix systems. On macOS, built-in builders (such as `builtin:fetchurl`, exposed to users with `import <nix/fetchurl.nix>`) were not executed in the macOS sandbox. Thus, these builders (which are running under the `nixbld*` users) had read access to world-readable paths and write access to world-writable paths outside of the sandbox. This issue is fixed in 2.18.9, 2.19.7, 2.20.9, 2.21.5, 2.22.4, 2.23.4, and 2.24.10. Note that sandboxing is not enabled by default on macOS. The Nix sandbox is not primarily intended as a security mechanism, but as an aid to improve reproducibility and purity of Nix builds. However, sandboxing *can* mitigate the impact of other security issues by limiting what parts of the host system a build has access to.",1.0,0.04%,2024-10-31,2024-11-01
CVE-2024-51478,N/A,"YesWiki is a wiki system written in PHP. Prior to 4.4.5, the use of a weak cryptographic algorithm and a hard-coded salt to hash the password reset key allows it to be recovered and used to reset the password of any account. This issue is fixed in 4.4.5.",9.9,0.06%,2024-10-31,2024-11-01
CVE-2024-51430,N/A,Cross Site Scripting vulnerability in online diagnostic lab management system using php v.1.0 allows a remote attacker to execute arbitrary code via the Test Name parameter on the diagnostic/add-test.php component.,6.4,4.40%,2024-10-31,2024-11-01
CVE-2024-51427,N/A,An issue in the PepeGxng smart contract (which can be run on the Ethereum blockchain) allows remote attackers to have an unspecified impact via the mint function. NOTE: this is disputed by third parties because the impact is limited to function calls.,9.8,0.25%,2024-10-30,2024-11-04
CVE-2024-51426,N/A,An issue in the PepeGxng smart contract (which can be run on the Ethereum blockchain) allows remote attackers to have an unspecified impact via the _transfer function. NOTE: this is disputed by third parties because the impact is limited to function calls.,8.8,0.18%,2024-10-30,2024-11-04
