CVE ID,CVE Type,Description,Max CVSS,EPSS Score,Published,Updated
CVE-2019-19468,N/A,"Free Photo Viewer 1.3 allows remote attackers to execute arbitrary code via a crafted BMP and/or TIFF file that triggers a malformed SEH, as demonstrated by a 0012ECB4 FreePhot.00425642 42200008 corrupt entry.",7.8,0.88%,2019-11-30,2019-12-13
CVE-2019-19464,N/A,The CBC Gem application before 9.24.1 for Android and before 9.26.0 for iOS has Unencrypted Analytics.,5.3,0.11%,2019-11-30,2019-12-09
CVE-2019-19463,N/A,The Anhui Huami Mi Fit application before 4.0.11 for Android has an Unencrypted Update Check.,5.3,0.11%,2019-11-30,2021-07-21
CVE-2019-19462,N/A,relay_open in kernel/relay.c in the Linux kernel through 5.4.1 allows local users to cause a denial of service (such as relay blockage) by triggering a NULL alloc_percpu result.,5.5,0.10%,2019-11-30,2021-01-29
CVE-2019-19451,N/A,"When GNOME Dia before 2019-11-27 is launched with a filename argument that is not a valid codepoint in the current encoding, it enters an endless loop, thus endlessly writing text to stdout. If this launch is from a thumbnailer service, this output will usually be written to disk via the system's logging facility (potentially with elevated privileges), thus filling up the disk and eventually rendering the system unusable. (The filename can be for a nonexistent file.) NOTE: this does not affect an upstream release, but affects certain Linux distribution packages with version numbers such as 0.97.3.",5.5,0.14%,2019-11-29,2022-10-07
CVE-2019-19396,N/A,"illumos, as used in OmniOS Community Edition before r151030y, allows a kernel crash via an application with multiple threads calling sendmsg concurrently over a single socket, because uts/common/inet/ip/ip_attr.c mishandles conn_ixa dereferences.",7.8,0.37%,2019-11-29,2019-12-16
CVE-2019-19391,N/A,"In LuaJIT through 2.0.5, as used in Moonjit before 2.1.2 and other products, debug.getinfo has a type confusion issue that leads to arbitrary memory write or read operations, because certain cases involving valid stack levels and > options are mishandled. NOTE: The LuaJIT project owner states that the debug libary is unsafe by definition and that this is not a vulnerability. When LuaJIT was originally developed, the expectation was that the entire debug library had no security guarantees and thus it made no sense to assign CVEs. However, not all users of later LuaJIT derivatives share this perspective",9.1,0.26%,2019-11-29,2024-08-05
CVE-2019-19388,N/A,A cross-site scripting (XSS) vulnerability in app/dialplans/dialplan_detail_edit.php in FusionPBX 4.4.1 allows remote attackers to inject arbitrary web script or HTML via the dialplan_uuid parameter.,6.1,0.30%,2019-11-29,2019-12-02
CVE-2019-19387,N/A,A cross-site scripting (XSS) vulnerability in app/fifo_list/fifo_interactive.php in FusionPBX 4.4.1 allows remote attackers to inject arbitrary web script or HTML via the c parameter.,6.1,0.30%,2019-11-29,2019-12-02
CVE-2019-19386,N/A,A cross-site scripting (XSS) vulnerability in app/voicemail_greetings/voicemail_greeting_edit.php in FusionPBX 4.4.1 allows remote attackers to inject arbitrary web script or HTML via the id and/or voicemail_id parameter.,6.1,0.30%,2019-11-29,2019-12-02
